flow_id,capture_id,dataset,label,q_packet_count,sz_cv,sz_iqr,sz_qratio,sz_median_to_mean,sz_p25_median_ratio,sz_p75_median_ratio,sz_iqr_norm_median,iat_cv,iat_iqr,direction_balance_bytes,direction_balance_packets,dispersion_symmetry,vpn_score_raw,vpn_score,decision
nonvpn_netflix3.pcap::218275,nonvpn_netflix3.pcap,iscx,0,9.0,0.0,0.0,0.9999999848484851,0.9999999848484851,1.0,1.0,0.0,1.1149645940985562,45.00602477788925,-0.11111111092405537,-0.11111109876543349,0.0,0.0003349019475962143,0.0,PASS
nonvpn_netflix3.pcap::218276,nonvpn_netflix3.pcap,iscx,0,9.0,0.0,0.0,0.9999999848484851,0.9999999848484851,1.0,1.0,0.0,1.1142231149502735,45.00597482919693,-0.11111111092405537,-0.11111109876543349,0.0,0.0003349019475962143,0.0,PASS
nonvpn_netflix3.pcap::218280,nonvpn_netflix3.pcap,iscx,0,100.0,0.9595010001964704,2676.0,41.54545391597797,0.9245541448226685,0.049886621315192746,2.072562358276644,2.0226757354325957,4.025358017973936,0.038213491439819336,0.5622519147945277,0.3199999968,0.06053811656930564,7.622491041677888e-05,0.0,PASS
nonvpn_netflix3.pcap::218289,nonvpn_netflix3.pcap,iscx,0,45.0,1.1104718455727183,1338.0,21.27272695041323,0.325210083682246,0.21926910299003322,4.664451827242525,4.445182709484443,5.166230663572358,0.0031076669692993164,0.4904201680554521,0.2444444390123458,0.6487294464508748,0.004608472954731376,0.001869158878504673,PASS
nonvpn_netflix3.pcap::218297,nonvpn_netflix3.pcap,iscx,0,13.0,0.0,0.0,0.9999999848484851,0.9999999848484851,1.0,1.0,0.0,1.0108320522918448,45.01273572444916,0.07692307683342299,0.07692307100591762,0.0,0.0018353394011417007,0.0,PASS
nonvpn_netflix3.pcap::218298,nonvpn_netflix3.pcap,iscx,0,100.0,2.3893676861770596,1338.0,21.27272695041323,0.13821576010398148,0.2857142857142857,6.077922077922078,5.792207767133299,4.914509796904047,0.00018680095672607422,-0.9605097827980583,0.0,0.7533632281364998,0.00012968496182026246,0.0,PASS
nonvpn_netflix3.pcap::218299,nonvpn_netflix3.pcap,iscx,0,13.0,0.0,0.0,0.9999999848484851,0.9999999848484851,1.0,1.0,0.0,1.0088762650399068,45.01053249835968,0.07692307683342299,0.07692307100591762,0.0,0.0018353394011417007,0.0,PASS
nonvpn_netflix3.pcap::218303,nonvpn_netflix3.pcap,iscx,0,100.0,1.4428762150067027,1013.75,16.359848236971995,0.1963981970007221,0.5892857142857143,9.640625,9.051339204898758,6.1681928679397435,0.00017154216766357422,-0.17547828221411826,0.0199999998,0.9092478412732451,0.0071813466079240695,0.00510204081632653,PASS
nonvpn_netflix3.pcap::218305,nonvpn_netflix3.pcap,iscx,0,66.0,1.9357615394292118,52.25,1.7916666395202026,0.5374256157633817,0.6346153846153846,1.1370192307692308,0.50240384132304,2.681372102658163,0.024999141693115234,-0.14249921702611187,-0.06060605968778698,-0.4545454458460202,0.0027154646838330604,0.0,PASS
nonvpn_netflix3.pcap::218309,nonvpn_netflix3.pcap,iscx,0,58.0,1.0462821223785193,1614.0,25.45454506887053,0.5407676464845831,0.118491921005386,3.0161579892280073,2.897666063020348,5.7513119691952905,0.030922889709472656,0.6143686915081038,0.20689654815695607,0.39157372962108195,0.00020640680947413045,0.0,PASS
nonvpn_netflix3.pcap::218315,nonvpn_netflix3.pcap,iscx,0,100.0,1.331205943012004,11038.5,168.24999745075763,0.13066884085747038,0.09090909090909091,15.295454545454545,15.204545433602554,5.207702553948753,0.00022745132446289062,0.981785555511792,0.0,0.8804185350472964,1.9068159874066755e-05,0.0,PASS
nonvpn_netflix3.pcap::218318,nonvpn_netflix3.pcap,iscx,0,38.0,0.9308961349789656,38.0,1.5757575518824614,0.5670359435796144,1.0,1.5757575757575757,0.5757575670339763,1.9510171628090742,0.10660219192504883,-0.43296405145083333,0.0,0.9999999736842113,0.7359065823602182,0.7534246575342466,SIMULATED_BLOCK
nonvpn_netflix3.pcap::218345,nonvpn_netflix3.pcap,iscx,0,49.0,1.1769003456279319,1420.0,22.51515117401286,0.2916788930142053,0.2323943661971831,5.232394366197183,4.999999982394367,6.760535659708293,0.006509661674499512,0.3381680989239537,0.14285713994169102,0.6929577459908748,0.00032422687573422873,0.0,PASS
nonvpn_netflix3.pcap::218347,nonvpn_netflix3.pcap,iscx,0,30.0,1.5585319738017214,108.5,2.643939353879707,0.4370319927691001,0.616822429906542,1.6308411214953271,1.014018682111975,2.0255611459878238,0.0015947818756103516,-0.5144996595623553,0.0,0.24423962908534905,0.016585260729455847,0.010526315789473684,PASS
nonvpn_netflix3.pcap::218351,nonvpn_netflix3.pcap,iscx,0,27.0,1.185874841301476,1338.0,21.27272695041323,0.23775647393313562,0.3251231527093596,6.916256157635468,6.591132972457473,1.9412727112962471,0.000578761100769043,0.5034051966987635,0.18518517832647488,0.7952167408107498,0.00852729727531346,0.00510204081632653,PASS
nonvpn_netflix3.pcap::218352,nonvpn_netflix3.pcap,iscx,0,44.0,1.362713329285506,1722.0,27.09090868044078,0.05061402141727006,0.8918918918918919,24.16216216216216,23.270269955807162,5.201146759851737,5.269050598144531e-05,-0.8757034043078548,0.04545454442148763,0.9907084779380322,0.008626473301189635,0.00510204081632653,PASS
nonvpn_sftp_up_2b.pcap::232740,nonvpn_sftp_up_2b.pcap,iscx,0,5.0,0.21692215704472978,6.0,1.099999981666667,0.9620991113396632,0.9090909090909091,1.0,0.09090908953168046,0.6468612653051677,0.00011098384857177734,-0.30029154431401883,-0.199999960000008,-0.9999998333333611,0.0009994600587811084,0.0,PASS
nonvpn_sftp_up_2b.pcap::232741,nonvpn_sftp_up_2b.pcap,iscx,0,5.0,0.21692215704472978,6.0,1.099999981666667,0.9620991113396632,0.9090909090909091,1.0,0.09090908953168046,0.659675727531119,0.0001290440559387207,-0.30029154431401883,-0.199999960000008,-0.9999998333333611,0.00043988362378716387,0.0,PASS
nonvpn_sftp_up_2b.pcap::232742,nonvpn_sftp_up_2b.pcap,iscx,0,5.0,0.21692215704472978,6.0,1.099999981666667,0.9620991113396632,0.9090909090909091,1.0,0.09090908953168046,0.6828713910289905,0.00013148784637451172,-0.30029154431401883,-0.199999960000008,-0.9999998333333611,0.00043988362378716387,0.0,PASS
nonvpn_sftp_up_2b.pcap::232743,nonvpn_sftp_up_2b.pcap,iscx,0,5.0,0.21692215704472978,6.0,1.099999981666667,0.9620991113396632,0.9090909090909091,1.0,0.09090908953168046,0.6419444260008715,0.00011181831359863281,-0.30029154431401883,-0.199999960000008,-0.9999998333333611,0.0009994600587811084,0.0,PASS
nonvpn_sftp_up_2b.pcap::232744,nonvpn_sftp_up_2b.pcap,iscx,0,5.0,0.21692215704472978,6.0,1.099999981666667,0.9620991113396632,0.9090909090909091,1.0,0.09090908953168046,0.7328338028178147,0.00015151500701904297,-0.30029154431401883,-0.199999960000008,-0.9999998333333611,0.00022978948928778056,0.0,PASS
nonvpn_sftp_up_2b.pcap::232745,nonvpn_sftp_up_2b.pcap,iscx,0,5.0,0.21692215704472978,6.0,1.099999981666667,0.9620991113396632,0.9090909090909091,1.0,0.09090908953168046,0.6124216067864634,0.00010955333709716797,-0.30029154431401883,-0.199999960000008,-0.9999998333333611,0.0009606828392882395,0.0,PASS
nonvpn_sftp_up_2b.pcap::232746,nonvpn_sftp_up_2b.pcap,iscx,0,5.0,0.21692215704472978,6.0,1.099999981666667,0.9620991113396632,0.9090909090909091,1.0,0.09090908953168046,0.5927999947244319,0.00011426210403442383,-0.30029154431401883,-0.199999960000008,-0.9999998333333611,0.0009994600587811084,0.0,PASS
nonvpn_sftp_up_2b.pcap::232747,nonvpn_sftp_up_2b.pcap,iscx,0,5.0,0.21692215704472978,6.0,1.099999981666667,0.9620991113396632,0.9090909090909091,1.0,0.09090908953168046,0.5173569635619287,9.262561798095703e-05,-0.30029154431401883,-0.199999960000008,-0.9999998333333611,0.0008608503599672774,0.0,PASS
nonvpn_sftp_up_2b.pcap::232748,nonvpn_sftp_up_2b.pcap,iscx,0,7.0,0.6862741529916664,63.0,2.1052631209602963,0.6416666604282408,0.8636363636363636,1.8181818181818181,0.9545454400826449,1.6704377738258864,0.037015318870544434,-0.03333333328703704,0.1428571224489825,0.714285702947846,0.010924004476751929,0.00510204081632653,PASS
nonvpn_sftp_up_2b.pcap::232750,nonvpn_sftp_up_2b.pcap,iscx,0,5.0,0.21692215704472978,6.0,1.099999981666667,0.9620991113396632,0.9090909090909091,1.0,0.09090908953168046,0.6765555720812507,0.00021922588348388672,-0.30029154431401883,-0.199999960000008,-0.9999998333333611,0.0011198565134332436,0.0,PASS
nonvpn_sftp_up_2b.pcap::232751,nonvpn_sftp_up_2b.pcap,iscx,0,5.0,0.21692215704472978,6.0,1.099999981666667,0.9620991113396632,0.9090909090909091,1.0,0.09090908953168046,0.8162086001419809,0.00014728307723999023,-0.30029154431401883,-0.199999960000008,-0.9999998333333611,0.00021075712341141659,0.0,PASS
nonvpn_sftp_up_2b.pcap::232752,nonvpn_sftp_up_2b.pcap,iscx,0,5.0,0.21692215704472978,6.0,1.099999981666667,0.9620991113396632,0.9090909090909091,1.0,0.09090908953168046,0.5078041640625324,0.00022459030151367188,-0.30029154431401883,-0.199999960000008,-0.9999998333333611,0.002403973220155954,0.0,PASS
nonvpn_sftp_up_2b.pcap::232753,nonvpn_sftp_up_2b.pcap,iscx,0,7.0,0.6862741529916664,63.0,2.1052631209602963,0.6416666604282408,0.8636363636363636,1.8181818181818181,0.9545454400826449,1.758997052321132,0.039152562618255615,-0.03333333328703704,0.1428571224489825,0.714285702947846,0.010266610185880857,0.00510204081632653,PASS
nonvpn_sftp_up_2b.pcap::232755,nonvpn_sftp_up_2b.pcap,iscx,0,5.0,0.21692215704472978,6.0,1.099999981666667,0.9620991113396632,0.9090909090909091,1.0,0.09090908953168046,0.7710348926024254,0.0001379251480102539,-0.30029154431401883,-0.199999960000008,-0.9999998333333611,0.0001734626684321147,0.0,PASS
nonvpn_sftp_up_2b.pcap::232756,nonvpn_sftp_up_2b.pcap,iscx,0,100.0,1.0899413088181713,1454.0,25.233332912777787,0.2025871370409207,0.4918032786885246,12.40983606557377,11.918032689196453,4.211843092758777,0.0004049539566040039,-0.8356055196553427,-0.199999998,0.9147180186281169,0.0007292992649856721,0.0,PASS
nonvpn_sftp_up_2b.pcap::232762,nonvpn_sftp_up_2b.pcap,iscx,0,12.0,0.39738459919697927,59.25,1.9874999668750006,0.8918205710625797,0.7100591715976331,1.4112426035502958,0.701183423654634,2.110533019214406,0.1393345594406128,0.10817941942992135,0.0,0.17299577767095733,0.8829209758152315,0.8983050847457628,SIMULATED_BLOCK
nonvpn_sftp_up_2b.pcap::232763,nonvpn_sftp_up_2b.pcap,iscx,0,32.0,0.012244897859225324,3.0,1.0247933799603852,0.9999999918367348,0.9877551020408163,1.0122448979591836,0.024489795718450648,3.050464636211048,0.007576465606689453,-0.012244897956059975,0.0,0.0,0.00777759780924597,0.00510204081632653,PASS
nonvpn_sftpdown1.pcap::232776,nonvpn_sftpdown1.pcap,iscx,0,100.0,2.011727643803263,106.0,2.7666666205555566,0.2517708504748495,0.44776119402985076,1.2388059701492538,0.7910447702160838,6.914755012345209,0.0023124217987060547,-0.328448227263994,0.0199999998,-0.3962264113563546,0.0026706861583802415,0.0,PASS
nonvpn_sftpdown1.pcap::232778,nonvpn_sftpdown1.pcap,iscx,0,8.0,0.0,0.0,0.9999999848484851,0.9999999848484851,1.0,1.0,0.0,1.1531027628653956,44.98657691478729,0.0,0.0,0.0,0.0037990902746664747,0.001869158878504673,PASS
nonvpn_sftpdown1.pcap::232779,nonvpn_sftpdown1.pcap,iscx,0,8.0,0.0,0.0,0.9999999848484851,0.9999999848484851,1.0,1.0,0.0,1.1531658180991171,45.00459969043732,0.0,0.0,0.0,0.0037990902746664747,0.001869158878504673,PASS
nonvpn_sftpdown1.pcap::232784,nonvpn_sftpdown1.pcap,iscx,0,8.0,0.0,0.0,0.9999999848484851,0.9999999848484851,1.0,1.0,0.0,1.1524098434256196,44.97936677932739,0.0,0.0,0.0,0.0037990902746664747,0.001869158878504673,PASS
nonvpn_sftpdown1.pcap::232791,nonvpn_sftpdown1.pcap,iscx,0,67.0,1.4484809968951826,128.0,2.9393938948576683,0.4654220659192906,0.5892857142857143,1.7321428571428572,1.1428571326530614,4.570193348978688,0.001352071762084961,-0.282515660839638,-0.044776118734684796,0.2812499978027344,0.019238792737781677,0.010526315789473684,PASS
nonvpn_sftpdown1.pcap::232797,nonvpn_sftpdown1.pcap,iscx,0,31.0,1.5113027846316665,145.5,3.204545405991736,0.4318328371744076,0.6111111111111112,1.9583333333333333,1.3472222097479425,5.365169479195808,0.009688794612884521,-0.46523926216106803,0.032258063475546335,0.422680409466114,0.013351785412442937,0.010526315789473684,PASS
vpn_vpn_facebook_audio2.pcap::366960,vpn_vpn_facebook_audio2.pcap,iscx,1,15.0,1.463552567811301,185.0,4.55769222004438,0.1857201810182,0.8666666666666667,3.95,3.0833332819444452,2.2124268037613577,0.0056282877922058105,-0.5839867931110221,0.3333333111111126,0.9135135085756027,0.9895800227266297,1.0,SIMULATED_BLOCK
vpn_vpn_facebook_audio2.pcap::366961,vpn_vpn_facebook_audio2.pcap,iscx,1,3.0,0.9294565588512355,135.0,3.934782523156902,0.3880596985965694,0.8846153846153846,3.480769230769231,2.596153796227812,0.7907896892151333,0.0002570152282714844,-0.800995022883097,-0.33333322222225925,0.9111111043621399,0.9560121675418162,0.9739130434782609,SIMULATED_BLOCK
vpn_vpn_facebook_audio2.pcap::366970,vpn_vpn_facebook_audio2.pcap,iscx,1,6.0,0.34002704792419464,44.0,1.8461538106508883,0.9395248258376913,0.7172413793103448,1.3241379310344827,0.6068965433531511,1.9859523835000763,1.2874603271484375e-05,-0.1490280774319048,0.0,0.06818181663223144,0.7872393060599475,0.7534246575342466,SIMULATED_BLOCK
vpn_vpn_facebook_audio2.pcap::366971,vpn_vpn_facebook_audio2.pcap,iscx,1,3.0,0.24314318265194945,22.5,1.3333333135802472,1.0732758481903986,0.8132530120481928,1.0843373493975903,0.2710843340833213,0.7728160632614597,0.00011289119720458984,0.9999999956896553,0.9999996666667778,-0.37777776098765503,0.9983022905207168,1.0,SIMULATED_BLOCK
vpn_vpn_facebook_audio2.pcap::366975,vpn_vpn_facebook_audio2.pcap,iscx,1,6.0,0.22809856026300787,30.25,1.5148935912358539,1.1101321439189584,0.6994047619047619,1.0595238095238095,0.3601190433319162,1.9846390522278374,0.021789073944091797,0.6079295140794504,0.6666665555555741,-0.6694214654736705,0.6923294659296577,0.7534246575342466,SIMULATED_BLOCK
vpn_vpn_facebook_audio2.pcap::366981,vpn_vpn_facebook_audio2.pcap,iscx,1,11.0,0.2731936794564376,41.0,1.788461504068048,1.1243842212213961,0.6265060240963856,1.1204819277108433,0.49397589766294103,2.7217691542453144,0.14767569303512573,0.28571428536242083,0.2727272479338866,-0.5121951094586559,0.9058222209488745,0.8983050847457628,SIMULATED_BLOCK
vpn_vpn_facebook_audio2.pcap::366982,vpn_vpn_facebook_audio2.pcap,iscx,1,9.0,0.22798581135750298,37.0,1.711538428624261,1.1710526161703603,0.5842696629213483,1.0,0.4157303324075244,2.399133476183157,1.3535796999931335,0.47953216304161966,0.5555554938271674,-0.9999999729729737,0.9328864848413063,0.8983050847457628,SIMULATED_BLOCK
vpn_vpn_facebook_audio2.pcap::366988,vpn_vpn_facebook_audio2.pcap,iscx,1,3.0,0.38945536354468624,28.5,1.6195651821833656,0.8253968122952887,0.8846153846153846,1.4326923076923077,0.5480769125369824,0.30856156229543774,2.09808349609375e-05,-0.5767195736681504,-0.33333322222225925,0.5789473481071106,0.9947653269156389,1.0,SIMULATED_BLOCK
vpn_vpn_facebook_audio2.pcap::366994,vpn_vpn_facebook_audio2.pcap,iscx,1,19.0,1.6734659481381746,43.0,1.8269230417899416,0.3742851075807208,0.5591397849462365,1.021505376344086,0.4623655864261765,2.172556687342256,0.023695647716522217,-0.31836475316281193,0.36842103324099823,-0.9069767230935646,0.8682694987418296,0.8125,SIMULATED_BLOCK
vpn_vpn_facebook_audio2.pcap::367000,vpn_vpn_facebook_audio2.pcap,iscx,1,11.0,0.5735454504866062,60.0,2.153846112426036,0.6846472950921989,0.8666666666666667,1.8666666666666667,0.9999999833333336,2.945835549806911,0.08051276206970215,0.1784232363294365,0.2727272479338866,0.7333333211111114,0.22762725733215775,0.35537190082644626,FLAG_REVIEW
vpn_vpn_facebook_audio2.pcap::367001,vpn_vpn_facebook_audio2.pcap,iscx,1,11.0,0.5735454504866062,60.0,2.153846112426036,0.6846472950921989,0.8666666666666667,1.8666666666666667,0.9999999833333336,2.945464844003931,0.08106887340545654,0.1784232363294365,0.2727272479338866,0.7333333211111114,0.22762725733215775,0.35537190082644626,FLAG_REVIEW
vpn_vpn_facebook_audio2.pcap::367002,vpn_vpn_facebook_audio2.pcap,iscx,1,11.0,0.5735454504866062,60.0,2.153846112426036,0.6846472950921989,0.8666666666666667,1.8666666666666667,0.9999999833333336,2.912309731181252,0.08075404167175293,0.1784232363294365,0.2727272479338866,0.7333333211111114,0.22762725733215775,0.35537190082644626,FLAG_REVIEW
vpn_vpn_facebook_audio2.pcap::367003,vpn_vpn_facebook_audio2.pcap,iscx,1,11.0,0.5735454504866062,60.0,2.153846112426036,0.6846472950921989,0.8666666666666667,1.8666666666666667,0.9999999833333336,2.9119432804202834,0.08088737726211548,0.1784232363294365,0.2727272479338866,0.7333333211111114,0.22762725733215775,0.35537190082644626,FLAG_REVIEW
vpn_vpn_facebook_audio2.pcap::367004,vpn_vpn_facebook_audio2.pcap,iscx,1,11.0,0.5735454504866062,60.0,2.153846112426036,0.6846472950921989,0.8666666666666667,1.8666666666666667,0.9999999833333336,2.90375353766766,0.08517944812774658,0.1784232363294365,0.2727272479338866,0.7333333211111114,0.22762725733215775,0.35537190082644626,FLAG_REVIEW
vpn_vpn_facebook_audio2.pcap::367005,vpn_vpn_facebook_audio2.pcap,iscx,1,11.0,0.5735454504866062,60.0,2.153846112426036,0.6846472950921989,0.8666666666666667,1.8666666666666667,0.9999999833333336,2.9034635702778657,0.08061802387237549,0.1784232363294365,0.2727272479338866,0.7333333211111114,0.22762725733215775,0.35537190082644626,FLAG_REVIEW
vpn_vpn_facebook_audio2.pcap::367006,vpn_vpn_facebook_audio2.pcap,iscx,1,11.0,0.5735454504866062,60.0,2.153846112426036,0.6846472950921989,0.8666666666666667,1.8666666666666667,0.9999999833333336,2.967073690474775,0.0805017352104187,0.1784232363294365,0.2727272479338866,0.7333333211111114,0.22762725733215775,0.35537190082644626,FLAG_REVIEW
vpn_vpn_facebook_audio2.pcap::367007,vpn_vpn_facebook_audio2.pcap,iscx,1,11.0,0.5735454504866062,60.0,2.153846112426036,0.6846472950921989,0.8666666666666667,1.8666666666666667,0.9999999833333336,2.9666259379881286,0.08067405223846436,0.1784232363294365,0.2727272479338866,0.7333333211111114,0.22762725733215775,0.35537190082644626,FLAG_REVIEW
vpn_vpn_facebook_audio2.pcap::367008,vpn_vpn_facebook_audio2.pcap,iscx,1,11.0,0.5735454504866062,60.0,2.153846112426036,0.6846472950921989,0.8666666666666667,1.8666666666666667,0.9999999833333336,2.9883575304709713,0.08074390888214111,0.1784232363294365,0.2727272479338866,0.7333333211111114,0.22762725733215775,0.35537190082644626,FLAG_REVIEW
vpn_vpn_facebook_audio2.pcap::367009,vpn_vpn_facebook_audio2.pcap,iscx,1,11.0,0.5735454504866062,60.0,2.153846112426036,0.6846472950921989,0.8666666666666667,1.8666666666666667,0.9999999833333336,2.9879836637726123,0.08083444833755493,0.1784232363294365,0.2727272479338866,0.7333333211111114,0.22762725733215775,0.35537190082644626,FLAG_REVIEW
vpn_vpn_facebook_audio2.pcap::367010,vpn_vpn_facebook_audio2.pcap,iscx,1,11.0,0.5735454504866062,60.0,2.153846112426036,0.6846472950921989,0.8666666666666667,1.8666666666666667,0.9999999833333336,2.9756391674842484,0.08093136548995972,0.1784232363294365,0.2727272479338866,0.7333333211111114,0.22762725733215775,0.35537190082644626,FLAG_REVIEW
vpn_vpn_facebook_audio2.pcap::367011,vpn_vpn_facebook_audio2.pcap,iscx,1,11.0,0.5735454504866062,60.0,2.153846112426036,0.6846472950921989,0.8666666666666667,1.8666666666666667,0.9999999833333336,2.9752654885081204,0.08064621686935425,0.1784232363294365,0.2727272479338866,0.7333333211111114,0.22762725733215775,0.35537190082644626,FLAG_REVIEW
vpn_vpn_facebook_audio2.pcap::367012,vpn_vpn_facebook_audio2.pcap,iscx,1,11.0,0.5735454504866062,60.0,2.153846112426036,0.6846472950921989,0.8666666666666667,1.8666666666666667,0.9999999833333336,2.9332644985619676,0.08074915409088135,0.1784232363294365,0.2727272479338866,0.7333333211111114,0.22762725733215775,0.35537190082644626,FLAG_REVIEW
vpn_vpn_facebook_audio2.pcap::367013,vpn_vpn_facebook_audio2.pcap,iscx,1,11.0,0.5735454504866062,60.0,2.153846112426036,0.6846472950921989,0.8666666666666667,1.8666666666666667,0.9999999833333336,2.932895633293453,0.08091825246810913,0.1784232363294365,0.2727272479338866,0.7333333211111114,0.22762725733215775,0.35537190082644626,FLAG_REVIEW
vpn_vpn_facebook_audio2.pcap::367014,vpn_vpn_facebook_audio2.pcap,iscx,1,11.0,0.5735454504866062,60.0,2.153846112426036,0.6846472950921989,0.8666666666666667,1.8666666666666667,0.9999999833333336,2.8914195769621593,0.08047515153884888,0.1784232363294365,0.2727272479338866,0.7333333211111114,0.22762725733215775,0.35537190082644626,FLAG_REVIEW
vpn_vpn_facebook_audio2.pcap::367015,vpn_vpn_facebook_audio2.pcap,iscx,1,11.0,0.5735454504866062,60.0,2.153846112426036,0.6846472950921989,0.8666666666666667,1.8666666666666667,0.9999999833333336,2.8910549275632986,0.08044439554214478,0.1784232363294365,0.2727272479338866,0.7333333211111114,0.22762725733215775,0.35537190082644626,FLAG_REVIEW
vpn_vpn_facebook_audio2.pcap::367016,vpn_vpn_facebook_audio2.pcap,iscx,1,11.0,0.5735454504866062,60.0,2.153846112426036,0.6846472950921989,0.8666666666666667,1.8666666666666667,0.9999999833333336,2.8830644002533545,0.08140069246292114,0.1784232363294365,0.2727272479338866,0.7333333211111114,0.22762725733215775,0.35537190082644626,FLAG_REVIEW
vpn_vpn_facebook_audio2.pcap::367017,vpn_vpn_facebook_audio2.pcap,iscx,1,11.0,0.5735454504866062,60.0,2.153846112426036,0.6846472950921989,0.8666666666666667,1.8666666666666667,0.9999999833333336,2.8827015083085317,0.08121681213378906,0.1784232363294365,0.2727272479338866,0.7333333211111114,0.22762725733215775,0.35537190082644626,FLAG_REVIEW
vpn_vpn_facebook_audio2.pcap::367018,vpn_vpn_facebook_audio2.pcap,iscx,1,11.0,0.5735454504866062,60.0,2.153846112426036,0.6846472950921989,0.8666666666666667,1.8666666666666667,0.9999999833333336,2.9248029510091436,0.08055520057678223,0.1784232363294365,0.2727272479338866,0.7333333211111114,0.22762725733215775,0.35537190082644626,FLAG_REVIEW
vpn_vpn_facebook_audio2.pcap::367019,vpn_vpn_facebook_audio2.pcap,iscx,1,11.0,0.5735454504866062,60.0,2.153846112426036,0.6846472950921989,0.8666666666666667,1.8666666666666667,0.9999999833333336,2.924434858097225,0.08063232898712158,0.1784232363294365,0.2727272479338866,0.7333333211111114,0.22762725733215775,0.35537190082644626,FLAG_REVIEW
vpn_vpn_facebook_audio2.pcap::367020,vpn_vpn_facebook_audio2.pcap,iscx,1,11.0,0.5735454504866062,60.0,2.153846112426036,0.6846472950921989,0.8666666666666667,1.8666666666666667,0.9999999833333336,2.9544265413502657,0.0805748701095581,0.1784232363294365,0.2727272479338866,0.7333333211111114,0.22762725733215775,0.35537190082644626,FLAG_REVIEW
vpn_vpn_facebook_audio2.pcap::367021,vpn_vpn_facebook_audio2.pcap,iscx,1,11.0,0.5735454504866062,60.0,2.153846112426036,0.6846472950921989,0.8666666666666667,1.8666666666666667,0.9999999833333336,2.9539799343237356,0.08134478330612183,0.1784232363294365,0.2727272479338866,0.7333333211111114,0.22762725733215775,0.35537190082644626,FLAG_REVIEW
vpn_vpn_facebook_audio2.pcap::367022,vpn_vpn_facebook_audio2.pcap,iscx,1,11.0,0.5735454504866062,60.0,2.153846112426036,0.6846472950921989,0.8666666666666667,1.8666666666666667,0.9999999833333336,2.870736954012062,0.08078420162200928,0.1784232363294365,0.2727272479338866,0.7333333211111114,0.22762725733215775,0.35537190082644626,FLAG_REVIEW
