flow_id,capture_id,dataset,label,sz_coef_variation,sz_p25_median_ratio,sz_p75_median_ratio,sz_iqr_norm_median,dispersion_symmetry,direction_balance_bytes,direction_balance_packets,sz_mean_max,sz_mean_min,sz_std_max,sz_std_min,iat_all_mean,iat_all_std,iat_all_p25,iat_all_median,iat_all_p75,iat_mean_max,iat_mean_min,iat_std_max,iat_std_min,sz_all_mean,sz_all_std,sz_all_median,sz_all_p25,sz_all_p75,sz_cv,sz_iqr,sz_qratio,sz_median_to_mean,iat_iqr,iat_cv,iat_median,iat_p25,iat_p75
non_streaming_12096,non_streaming__chunk_0120,usbvpn,0,0.7836441201069351,0.04920634916729654,0.9999999992063491,0.9507936500390526,0.0,-0.9209962154267815,-0.3081760986907164,1193.3173076923076,92.8,431.6006938493183,167.1485349240989,0.0030780638320536554,0.027650388389178097,1.1980533599853516e-05,2.8371810913085938e-05,0.00013440847396850586,0.0030780638320536554,0.0030780638320536554,0.027650388389178097,0.027650388389178097,812.6352201257862,636.8168128270213,1260.0,62.0,1260.0,0.7836441210702952,1198.0,20.322580644833508,1.550511187299286,0.00012242794036865234,8.983042885009677,2.8371810913085938e-05,1.1980533599853516e-05,0.00013440847396850586
non_streaming_17736,non_streaming__chunk_0177,usbvpn,0,1.251650828832692,0.7074829835716601,19.83673442399001,19.129251440418347,64.39534584207694,0.8433119158570637,0.0476190464852608,1147.5454545454545,107.3,860.835362111221,131.96745810994466,0.0015566581633032822,0.003265806874959857,1.9073486328125e-05,0.00021886825561523438,0.0007088184356689453,0.0015566581633032822,0.0015566581633032822,0.003265806874959857,0.003265806874959857,652.1904761904761,816.3147513322483,73.5,52.0,1458.0,1.251650830749922,1406.0,28.038461537922338,0.1126971378502945,0.0006897449493408203,2.0979588544159578,0.00021886825561523438,1.9073486328125e-05,0.0007088184356689453
non_streaming_31321,non_streaming__chunk_0313,usbvpn,0,1.3631462572587998,0.8666666522222225,8.124999864583335,7.258333212361113,53.43749332031334,-0.3272212484390965,0.0,378.61538461538464,191.92307692307693,485.6319496620299,221.73076589498964,0.016398000717163085,0.037079279008097835,0.00025391578674316406,0.0009291172027587891,0.010029792785644531,0.016398000717163085,0.016398000717163085,0.037079279008097835,0.037079279008097835,285.2692307692308,388.86368559732,60.0,52.0,487.5,1.3631462620324766,435.5,9.374999999819712,0.21032762572394925,0.009775876998901367,2.261207167046979,0.0009291172027587891,0.00025391578674316406,0.010029792785644531
non_streaming_27712,non_streaming__chunk_0277,usbvpn,0,1.336865993109692,0.8124999873046878,18.097655967224128,17.285155979919438,91.1874924010423,-0.6747047855391731,0.0,842.0625,163.5625,769.9822618695512,283.9592771750027,0.003458061525898595,0.005144564074002522,3.0040740966796875e-05,0.0005071163177490234,0.007030487060546875,0.003458061525898595,0.003458061525898595,0.005144564074002522,0.005144564074002522,502.8125,672.192933497333,64.0,52.0,1158.25,1.3368659957658096,1106.25,22.274038461110116,0.12728402734592462,0.007000446319580078,1.4877012880690121,0.0005071163177490234,3.0040740966796875e-05,0.007030487060546875
streaming_1204,streaming__chunk_0012,usbvpn,0,1.9748030111428976,0.8124999873046878,2.109374967041016,1.2968749797363286,5.916666173611152,-0.6124469588949862,0.26315788088642733,814.2857142857143,114.16666666666667,1059.409365675815,140.28710640048936,0.005261884795294868,0.011144896899418324,0.00029599666595458984,0.0006440877914428711,0.0035961270332336426,0.005261884795294868,0.005261884795294868,0.011144896899418324,0.011144896899418324,372.10526315789474,734.8345961211338,64.0,52.0,135.0,1.974803016444699,83.0,2.5961538461039204,0.1719943422909098,0.0033001303672790527,2.118042339380302,0.0006440877914428711,0.00029599666595458984,0.0035961270332336426
vpn_vpn_email2b.pcap::366632,vpn_vpn_email2b.pcap,iscx,1,1.2462358339065045,0.8666666666666667,9.75,8.883333185277781,65.62499179687603,0.5666818387422208,1.099999890000011,439.4,226.36363636363637,500.66839325046266,262.91729523222966,0.7073748469352722,2.1840104254724797,3.802776336669922e-05,0.0056999921798706055,0.2889445424079895,1.5398226843939886,1.1472962856292725,3.1732192431836315,2.941019983411674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2889065146446228,3.087486686651779,0.0056999921798706055,3.802776336669922e-05,0.2889445424079895
vpn_vpn_email2b.pcap::366728,vpn_vpn_email2b.pcap,iscx,1,1.2394226417686478,0.5977011494252874,1.4137931034482758,0.8160919446426214,1.0285713991836745,1.4062671789960048,0.8333332870370396,170.53333333333333,101.05555555555556,228.65778408403733,61.49116668471102,0.09663409739732742,0.15387145880981165,0.00023126602172851562,0.010256052017211914,0.14385074377059937,0.22087621688842773,0.17346630376927993,0.2601366824328939,0.1803930746130085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14361947774887085,1.5923101820347425,0.010256052017211914,0.00023126602172851562,0.14385074377059937
vpn_vpn_email2b.pcap::366668,vpn_vpn_email2b.pcap,iscx,1,1.650892772176471,0.9203539823008849,2.7787610619469025,1.8584070467538576,22.333328370371472,0.3711819387877882,1.666666388888935,502.0,111.8,607.2366370150382,110.49959275943057,0.3820430596669515,1.1967037463168786,3.0994415283203125e-05,0.0004010200500488281,0.15936636924743652,0.6367384327782525,0.11432161331176757,1.4923234231789984,0.139822829699263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15933537483215332,3.1323792250740885,0.0004010200500488281,3.0994415283203125e-05,0.15936636924743652
vpn_vpn_email2b.pcap::366724,vpn_vpn_email2b.pcap,iscx,1,1.222450769084688,0.52,1.275,0.75499999245,0.572916654730903,1.3501924126716918,0.7222221820987677,188.92307692307693,101.05555555555556,240.9364619525755,61.49116668471102,0.10008080005645752,0.147947806846485,0.0007725954055786133,0.019687533378601074,0.14465105533599854,0.23836000760396323,0.16809752408195944,0.24934051357607548,0.16914538992075898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14387845993041992,1.4782835996988553,0.019687533378601074,0.0007725954055786133,0.14465105533599854
vpn_vpn_email2b.pcap::366762,vpn_vpn_email2b.pcap,iscx,1,1.2392266018788163,0.5977011494252874,1.4137931034482758,0.8160919446426214,1.0285713991836745,1.4027397252587728,0.8333332870370396,170.66666666666666,101.38888888888889,229.07805559580683,61.636153612135516,0.09302924573421478,0.13561011655703176,0.000684201717376709,0.01105034351348877,0.1430225968360901,0.202484130859375,0.1665969315697165,0.23660586741139344,0.15458138078844488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14233839511871338,1.4577148726622589,0.01105034351348877,0.000684201717376709,0.1430225968360901
